Hitter,Swing,Pitcher,Pitch,Result,Diff,Inning,Outs,Home Score,Away Score,OBC,Batter WPA,Pitcher WPA,RBI,Run,Result at neutral park,Game ID,Inning ID,Session,Batter Team,Pitcher Team,Season,bruh
Robin Reynolds,939,Willoughby Hoose,154,K,215,T4,0,2,1,0,-3.96%,3.96%,0,0,K,65,767,5,SEA,HOU,5,
Daniel Dove,412,Willoughby Hoose,793,PO,381,T4,1,2,1,0,-3.37%,3.37%,0,0,PO,65,767,5,SEA,HOU,5,
Kentho Birne,20,Willoughby Hoose,674,K,346,T4,2,2,1,0,-2.78%,2.78%,0,0,K,65,767,5,SEA,HOU,5,
Riles McGiles,106,Mackin Tosh,727,PO,379,B4,0,2,1,0,-1.87%,1.87%,0,0,PO,65,768,5,HOU,SEA,5,
Ola Gjeilo,312,Mackin Tosh,828,LGO,484,B4,1,2,1,0,-1.74%,1.74%,0,0,LGO,65,768,5,HOU,SEA,5,
Rex Kidobi,258,Mackin Tosh,636,PO,378,B4,2,2,1,0,-1.49%,1.49%,0,0,PO,65,768,5,HOU,SEA,5,
Babatunde Oladotun,982,Willoughby Hoose,1,HR,19,T5,0,2,1,0,23.03%,-23.03%,1,1,HR,65,769,5,SEA,HOU,5,
Barry McKockiner,488,Willoughby Hoose,57,RGO,431,T5,0,2,2,0,-4.31%,4.31%,0,0,RGO,65,769,5,SEA,HOU,5,
Napoleon Shortsleeve,432,Willoughby Hoose,245,FO,187,T5,1,2,2,0,-3.90%,3.90%,0,0,FO,65,769,5,SEA,HOU,5,
Truck Month,556,Willoughby Hoose,512,2B,44,T5,2,2,2,0,5.53%,-5.53%,0,0,2B,65,769,5,SEA,HOU,5,
Duke Marriot,795,Willoughby Hoose,184,PO,389,T5,2,2,2,2,-9.04%,9.04%,0,0,PO,65,769,5,SEA,HOU,5,
Triston Uzumaki,111,Pablo Sanchez III,211,1B,100,B5,0,2,2,0,3.33%,-3.33%,0,1,1B,65,770,5,HOU,SEA,5,
Sam Wood,123,Pablo Sanchez III,211,1B,88,B5,0,2,2,1,7.12%,-7.12%,0,1,1B,65,770,5,HOU,SEA,5,
Simba Martinez,941,Pablo Sanchez III,711,FO,230,B5,0,2,2,4,-6.35%,6.35%,0,0,FO,65,770,5,HOU,SEA,5,
Streetlamp LeMoose,579,Pablo Sanchez III,912,PO,333,B5,1,2,2,4,-5.24%,5.24%,0,0,PO,65,770,5,HOU,SEA,5,
Luap Renraw,219,Pablo Sanchez III,341,BB,122,B5,2,2,2,4,3.65%,-3.65%,0,0,BB,65,770,5,HOU,SEA,5,
Rocco Rudnikov,211,Pablo Sanchez III,300,1B,89,B5,2,2,2,7,29.16%,-29.16%,2,0,1B,65,770,5,HOU,SEA,5,
Riles McGiles,611,Pablo Sanchez III,871,K,260,B5,2,4,2,5,-1.76%,1.76%,0,0,K,65,770,5,HOU,SEA,5,
Dakota Carolina Montana,77,Willoughby Hoose,312,K,235,T6,0,4,2,0,-3.81%,3.81%,0,0,K,65,771,5,SEA,HOU,5,
Robin Reynolds,879,Ty Palmatier,835,2B,44,T6,1,4,2,0,7.24%,-7.24%,0,1,2B,65,771,5,SEA,HOU,5,
Daniel Dove,479,Ty Palmatier,598,1B,119,T6,1,4,2,2,9.01%,-9.01%,0,0,1B,65,771,5,SEA,HOU,5,
Richard Cheese Jr.,95,Ty Palmatier,708,CS,387,T6,1,4,2,5,-15.51%,15.51%,0,0,CS,65,771,5,SEA,HOU,5,
Kentho Birne,538,Ty Palmatier,595,1B,57,T6,2,4,2,3,5.59%,-5.59%,1,0,1B,65,771,5,SEA,HOU,5,
Gang Weed,189,Ty Palmatier,627,LGO,438,T6,2,4,3,1,-10.88%,10.88%,0,0,LGO,65,771,5,SEA,HOU,5,
Austin Schwartz,943,Skinny Bear Brown Hill,630,K,313,T1,0,0,0,0,-2.51%,2.51%,0,0,K,66,772,5,LAA,TEX,5,
Dr. Tuna Altuna,380,Skinny Bear Brown Hill,505,1B,125,T1,1,0,0,0,2.43%,-2.43%,0,0,1B,66,772,5,LAA,TEX,5,
Joe Nastasi,123,Skinny Bear Brown Hill,707,DP,416,T1,1,0,0,1,-6.37%,6.37%,0,0,DP,66,772,5,LAA,TEX,5,
Paxton Paige,824,Tonto Kowalski,123,K,299,B1,0,0,0,0,-2.48%,2.48%,0,0,K,66,773,5,TEX,LAA,5,
Haywood Jablome,497,Tonto Kowalski,848,K,351,B1,1,0,0,0,-2.17%,2.17%,0,0,K,66,773,5,TEX,LAA,5,
Joe Random,855,Tonto Kowalski,696,FO,159,B1,2,0,0,0,-1.79%,1.79%,0,0,FO,66,773,5,TEX,LAA,5,
Jake Wexler,347,Skinny Bear Brown Hill,355,HR,8,T2,0,0,0,0,12.97%,-12.97%,1,1,HR,66,774,5,LAA,TEX,5,
Primal Cookie,16,Skinny Bear Brown Hill,279,FO,263,T2,0,0,1,0,-2.27%,2.27%,0,0,FO,66,774,5,LAA,TEX,5,
J.J. Romero,141,Skinny Bear Brown Hill,33,1B,108,T2,1,0,1,0,1.98%,-1.98%,0,1,1B,66,774,5,LAA,TEX,5,
J.J. Romero,1,Skinny Bear Brown Hill,69,SB,68,T2,1,0,1,1,2.12%,-2.12%,0,0,SB,66,774,5,LAA,TEX,5,
Peter Peckershine,580,Skinny Bear Brown Hill,667,1B,87,T2,1,0,1,2,4.51%,-4.51%,0,0,1B,66,774,5,LAA,TEX,5,
Kyle Bellinger,667,Skinny Bear Brown Hill,777,1B,110,T2,1,0,1,5,7.14%,-7.14%,1,0,1B,66,774,5,LAA,TEX,5,
Cali Guerensk,357,Skinny Bear Brown Hill,690,K,333,T2,1,0,2,4,-2.57%,2.57%,0,0,K,66,774,5,LAA,TEX,5,
Austin Schwartz,666,Skinny Bear Brown Hill,893,FO,227,T2,2,0,2,4,-4.52%,4.52%,0,0,FO,66,774,5,LAA,TEX,5,
Takahiro Hirasawa,665,Tonto Kowalski,166,LGO,499,B2,0,0,2,0,-2.94%,2.94%,0,0,LGO,66,775,5,TEX,LAA,5,
ModeratoSevere PlaquePsoriasis,411,Tonto Kowalski,711,K,300,B2,1,0,2,0,-2.53%,2.53%,0,0,K,66,775,5,TEX,LAA,5,
Duke McCracken,666,Tonto Kowalski,69,RGO,403,B2,2,0,2,0,-1.92%,1.92%,0,0,RGO,66,775,5,TEX,LAA,5,
Dr. Tuna Altuna,226,Skinny Bear Brown Hill,555,PO,329,T3,0,0,2,0,-1.72%,1.72%,0,0,K,66,776,5,LAA,TEX,5,
Joe Nastasi,642,Skinny Bear Brown Hill,907,FO,265,T3,1,0,2,0,-1.56%,1.56%,0,0,FO,66,776,5,LAA,TEX,5,
Jake Wexler,804,Skinny Bear Brown Hill,111,K,307,T3,2,0,2,0,-1.30%,1.30%,0,0,K,66,776,5,LAA,TEX,5,
P'quilla Porgsby,1,Tonto Kowalski,33,HR,32,B3,0,0,2,0,13.47%,-13.47%,1,1,HR,66,777,5,TEX,LAA,5,
Barney Summers,782,Tonto Kowalski,201,RGO,419,B3,0,1,2,0,-3.58%,3.58%,0,0,RGO,66,777,5,TEX,LAA,5,
Nikolas Romero,670,Tonto Kowalski,369,K,301,B3,1,1,2,0,-3.10%,3.10%,0,0,K,66,777,5,TEX,LAA,5,
Paxton Paige,873,Tonto Kowalski,777,1B,96,B3,2,1,2,0,2.66%,-2.66%,0,0,1B,66,777,5,TEX,LAA,5,
Haywood Jablome,996,Tonto Kowalski,776,FO,220,B3,2,1,2,1,-5.25%,5.25%,0,0,FO,66,777,5,TEX,LAA,5,
Kyle Corbett,397,Skinny Bear Brown Hill,126,K,271,T4,0,1,2,0,-2.44%,2.44%,0,0,K,66,778,5,LAA,TEX,5,
J.J. Romero,346,Skinny Bear Brown Hill,489,BB,143,T4,1,1,2,0,1.93%,-1.93%,0,1,BB,66,778,5,LAA,TEX,5,
Peter Peckershine,200,Skinny Bear Brown Hill,155,2B,45,T4,1,1,2,1,9.49%,-9.49%,0,1,2B,66,778,5,LAA,TEX,5,
Kyle Bellinger,69,Skinny Bear Brown Hill,686,K,383,T4,1,1,2,6,-7.89%,7.89%,0,0,PO,66,778,5,LAA,TEX,5,
Cali Guerensk,200,Skinny Bear Brown Hill,296,1B,96,T4,2,1,2,6,18.26%,-18.26%,2,1,1B,66,778,5,LAA,TEX,5,
Austin Schwartz,327,Spitz McGregor III,317,HR,10,T4,2,1,4,1,8.38%,-8.38%,2,1,HR,66,778,5,LAA,TEX,5,
Dr. Tuna Altuna,317,Spitz McGregor III,829,LGO,488,T4,2,1,6,0,-0.24%,0.24%,0,0,LGO,66,778,5,LAA,TEX,5,
Joe Random,443,Tonto Kowalski,460,HR,17,B4,0,1,6,0,3.67%,-3.67%,1,1,HR,66,779,5,TEX,LAA,5,
Takahiro Hirasawa,629,Tonto Kowalski,640,HR,11,B4,0,2,6,0,6.07%,-6.07%,1,1,HR,66,779,5,TEX,LAA,5,
ModeratoSevere PlaquePsoriasis,579,Tonto Kowalski,391,FO,188,B4,0,3,6,0,-2.76%,2.76%,0,0,FO,66,779,5,TEX,LAA,5,
Duke McCracken,666,Tonto Kowalski,742,2B,76,B4,1,3,6,0,5.15%,-5.15%,0,1,2B,66,779,5,TEX,LAA,5,
P'quilla Porgsby,223,Tonto Kowalski,375,FO,152,B4,1,3,6,2,-4.51%,4.51%,0,0,FO,66,779,5,TEX,LAA,5,
Barney Summers,298,Tonto Kowalski,273,3B,25,B4,2,3,6,2,9.17%,-9.17%,1,1,3B,66,779,5,TEX,LAA,5,
Nikolas Romero,982,Penny Lane,55,1B,73,B4,2,4,6,3,12.58%,-12.58%,1,0,1B,66,779,5,TEX,LAA,5,
Paxton Paige,513,Penny Lane,923,PO,410,B4,2,5,6,1,-6.91%,6.91%,0,0,PO,66,779,5,TEX,LAA,5,
Joe Nastasi,616,Spitz McGregor III,540,1B,76,T5,0,5,6,0,2.08%,-2.08%,0,0,1B,66,780,5,LAA,TEX,5,
Joe Nastasi,350,Spitz McGregor III,279,SB,71,T5,0,5,6,1,3.71%,-3.71%,0,0,SB,66,780,5,LAA,TEX,5,
Jake Wexler,293,Spitz McGregor III,695,PO,402,T5,0,5,6,2,-3.88%,3.88%,0,0,PO,66,780,5,LAA,TEX,5,
Kyle Corbett,845,Spitz McGregor III,444,K,401,T5,1,5,6,2,-3.39%,3.39%,0,0,K,66,780,5,LAA,TEX,5,
J.J. Romero,1,Spitz McGregor III,505,LGO,496,T5,2,5,6,2,-4.80%,4.80%,0,0,LGO,66,780,5,LAA,TEX,5,
Haywood Jablome,688,Penny Lane,9,K,321,B5,0,5,6,0,-5.77%,5.77%,0,0,K,66,781,5,TEX,LAA,5,
Joe Random,554,Penny Lane,101,LGO,453,B5,1,5,6,0,-5.16%,5.16%,0,0,LGO,66,781,5,TEX,LAA,5,
Takahiro Hirasawa,644,Penny Lane,824,FO,180,B5,2,5,6,0,-4.45%,4.45%,0,0,FO,66,781,5,TEX,LAA,5,
Peter Peckershine,900,Spitz McGregor III,717,FO,183,T6,0,5,6,0,-1.71%,1.71%,0,0,FO,66,782,5,LAA,TEX,5,
Kyle Bellinger,170,Spitz McGregor III,655,LGO,485,T6,1,5,6,0,-1.62%,1.62%,0,0,LGO,66,782,5,LAA,TEX,5,
Cali Guerensk,350,Spitz McGregor III,32,K,318,T6,2,5,6,0,-1.50%,1.50%,0,0,K,66,782,5,LAA,TEX,5,
ModeratoSevere PlaquePsoriasis,900,Penny Lane,343,RGO,443,B6,0,5,6,0,-8.33%,8.33%,0,0,RGO,66,783,5,TEX,LAA,5,
Duke McCracken,420,Penny Lane,222,FO,198,B6,1,5,6,0,-7.59%,7.59%,0,0,FO,66,783,5,TEX,LAA,5,
P'quilla Porgsby,999,Penny Lane,582,RGO,417,B6,2,5,6,0,-6.82%,6.82%,0,0,RGO,66,783,5,TEX,LAA,5,
Johññy Coppolella,220,Pickle Rick Vaughan,1,FO,219,T1,0,0,0,0,-2.51%,2.51%,0,0,FO,67,784,5,OAK,SDP,5,
Dottie Hooligan,151,Pickle Rick Vaughan,900,K,251,T1,1,0,0,0,-2.18%,2.18%,0,0,K,67,784,5,OAK,SDP,5,
Pork Torkleton,606,Pickle Rick Vaughan,317,K,289,T1,2,0,0,0,-1.76%,1.76%,0,0,K,67,784,5,OAK,SDP,5,
Cam'ron,312,Jeff Steelflex,649,K,337,B1,0,0,0,0,-2.48%,2.48%,0,0,K,67,785,5,SDP,OAK,5,
Red Fox,62,Jeff Steelflex,964,1B,98,B1,1,0,0,0,2.28%,-2.28%,0,0,1B,67,785,5,SDP,OAK,5,
AllStar Lin,11,Jeff Steelflex,528,DP,483,B1,1,0,0,1,-6.24%,6.24%,0,0,DP,67,785,5,SDP,OAK,5,
Jeter O'Cola,222,Pickle Rick Vaughan,549,K,327,T2,0,0,0,0,-2.72%,2.72%,0,0,K,67,786,5,OAK,SDP,5,
Jerry Jingles,666,Pickle Rick Vaughan,699,2B,33,T2,1,0,0,0,5.11%,-5.11%,0,0,2B,67,786,5,OAK,SDP,5,
Nickey Hallaway,925,Pickle Rick Vaughan,170,FO,245,T2,1,0,0,2,-4.15%,4.15%,0,0,FO,67,786,5,OAK,SDP,5,
Kenny Pupton,175,Pickle Rick Vaughan,350,FO,175,T2,2,0,0,2,-5.35%,5.35%,0,0,FO,67,786,5,OAK,SDP,5,
Clarinet Clarinet,288,Jeff Steelflex,95,FO,193,B2,0,0,0,0,-2.72%,2.72%,0,0,FO,67,787,5,SDP,OAK,5,
Amper Sand,148,Jeff Steelflex,128,HR,20,B2,1,0,0,0,14.05%,-14.05%,1,1,HR,67,787,5,SDP,OAK,5,
Girth Brooks,821,Jeff Steelflex,195,K,374,B2,1,1,0,0,-1.83%,1.83%,0,0,K,67,787,5,SDP,OAK,5,
Michael Smith,125,Jeff Steelflex,32,1B,93,B2,2,1,0,0,1.60%,-1.60%,0,1,1B,67,787,5,SDP,OAK,5,
Runner Buehler,820,Jeff Steelflex,837,HR,17,B2,2,1,0,1,17.56%,-17.56%,2,1,HR,67,787,5,SDP,OAK,5,
Sam Smith,320,Jeff Steelflex,700,K,380,B2,2,3,0,0,-0.69%,0.69%,0,0,K,67,787,5,SDP,OAK,5,
A.Z. Chapman,878,Pickle Rick Vaughan,340,LGO,462,T3,0,3,0,0,-2.28%,2.28%,0,0,LGO,67,788,5,OAK,SDP,5,
Cam Singleton,975,Pickle Rick Vaughan,174,BB,199,T3,1,3,0,0,2.58%,-2.58%,0,0,BB,67,788,5,OAK,SDP,5,
Johññy Coppolella,666,Pickle Rick Vaughan,2,K,336,T3,1,3,0,1,-2.57%,2.57%,0,0,K,67,788,5,OAK,SDP,5,
Dottie Hooligan,875,Gob Bibson,237,RGO,362,T3,2,3,0,1,-3.10%,3.10%,0,0,RGO,67,788,5,OAK,SDP,5,
Cam'ron,746,Jeff Steelflex,42,K,296,B3,0,3,0,0,-0.81%,0.81%,0,0,K,67,789,5,SDP,OAK,5,
Red Fox,485,Jeff Steelflex,522,2B,37,B3,1,3,0,0,1.45%,-1.45%,0,0,2B,67,789,5,SDP,OAK,5,
AllStar Lin,284,Jeff Steelflex,525,K,241,B3,1,3,0,2,-1.15%,1.15%,0,0,K,67,789,5,SDP,OAK,5,
Clarinet Clarinet,700,Jeff Steelflex,5,K,305,B3,2,3,0,2,-1.63%,1.63%,0,0,K,67,789,5,SDP,OAK,5,
Pork Torkleton,949,Gob Bibson,401,LGO,452,T4,0,3,0,0,-2.34%,2.34%,0,0,LGO,67,790,5,OAK,SDP,5,
Jeter O'Cola,522,Gob Bibson,135,RGO,387,T4,1,3,0,0,-1.82%,1.82%,0,0,RGO,67,790,5,OAK,SDP,5,
Jerry Jingles,420,Gob Bibson,287,BB,133,T4,2,3,0,0,1.89%,-1.89%,0,0,BB,67,790,5,OAK,SDP,5,
Nickey Hallaway,732,Gob Bibson,936,FO,204,T4,2,3,0,1,-3.12%,3.12%,0,0,FO,67,790,5,OAK,SDP,5,
Amper Sand,333,Bob Kelso,181,FO,152,B4,0,3,0,0,-0.54%,0.54%,0,0,FO,67,791,5,SDP,OAK,5,
Girth Brooks,457,Bob Kelso,413,2B,44,B4,1,3,0,0,1.03%,-1.03%,0,1,2B,67,791,5,SDP,OAK,5,
Michael Smith,500,Bob Kelso,591,1B,91,B4,1,3,0,2,1.24%,-1.24%,0,0,1B,67,791,5,SDP,OAK,5,
Runner Buehler,650,Bob Kelso,408,K,242,B4,1,3,0,5,-1.56%,1.56%,0,0,K,67,791,5,SDP,OAK,5,
Sam Smith,477,Bob Kelso,356,BB,121,B4,2,3,0,5,0.29%,-0.29%,0,0,BB,67,791,5,SDP,OAK,5,
Cam'ron,2,Bob Kelso,879,BB,123,B4,2,3,0,7,2.96%,-2.96%,1,0,BB,67,791,5,SDP,OAK,5,
Red Fox,285,Bob Kelso,810,LGO,475,B4,2,4,0,7,-1.12%,1.12%,0,0,LGO,67,791,5,SDP,OAK,5,
Kenny Pupton,579,Gob Bibson,755,FO,176,T5,0,4,0,0,-1.34%,1.34%,0,0,FO,67,792,5,OAK,SDP,5,
A.Z. Chapman,595,Gob Bibson,33,RGO,438,T5,1,4,0,0,-0.92%,0.92%,0,0,RGO,67,792,5,OAK,SDP,5,
Cam Singleton,631,Gob Bibson,699,1B,68,T5,2,4,0,0,0.85%,-0.85%,0,0,1B,67,792,5,OAK,SDP,5,
Johññy Coppolella,830,Gob Bibson,177,PO,347,T5,2,4,0,1,-1.32%,1.32%,0,0,PO,67,792,5,OAK,SDP,5,
AllStar Lin,112,Bob Kelso,232,BB,120,B5,0,4,0,0,0.12%,-0.12%,0,0,BB,67,793,5,SDP,OAK,5,
Clarinet Clarinet,184,Bob Kelso,863,K,321,B5,0,4,0,1,-0.14%,0.14%,0,0,K,67,793,5,SDP,OAK,5,
Amper Sand,845,Bob Kelso,363,DP,482,B5,1,4,0,1,-0.36%,0.36%,0,0,DP,67,793,5,SDP,OAK,5,
Dottie Hooligan,333,Gob Bibson,312,HR,21,T6,0,4,0,0,2.12%,-2.12%,1,1,HR,67,794,5,OAK,SDP,5,
Pork Torkleton,667,Gob Bibson,474,FO,193,T6,0,4,1,0,-1.94%,1.94%,0,0,FO,67,794,5,OAK,SDP,5,
Red Arrow,335,Gob Bibson,106,FO,229,T6,1,4,1,0,-1.28%,1.28%,0,0,FO,67,794,5,OAK,SDP,5,
Jerry Jingles,690,Gob Bibson,933,FO,243,T6,2,4,1,0,-0.54%,0.54%,0,0,FO,67,794,5,OAK,SDP,5,
Lane Drew,321,Oliver Yu,102,FO,219,T1,0,0,0,0,-2.51%,2.51%,0,0,FO,68,795,5,MIA,PHI,5,
Joe Watson,200,Oliver Yu,132,1B,68,T1,1,0,0,0,2.43%,-2.43%,0,1,1B,68,795,5,MIA,PHI,5,
BEST Nova,189,Oliver Yu,255,2B,66,T1,1,0,0,1,9.55%,-9.55%,0,0,2B,68,795,5,MIA,PHI,5,
Mattress Cadaire,903,Oliver Yu,413,LGO,490,T1,1,0,0,6,0.68%,-0.68%,1,0,LGO,68,795,5,MIA,PHI,5,
Zack Mouse,120,Oliver Yu,443,K,323,T1,2,0,1,2,-4.22%,4.22%,0,0,K,68,795,5,MIA,PHI,5,
Phil Coulson,322,Fish Fingers,724,RGO,402,B1,0,0,1,0,-2.79%,2.79%,0,0,RGO,68,796,5,PHI,MIA,5,
Jackson Takegi,110,Fish Fingers,721,RGO,389,B1,1,0,1,0,-2.36%,2.36%,0,0,RGO,68,796,5,PHI,MIA,5,
Charlie Bae Jr.,21,Fish Fingers,826,FO,195,B1,2,0,1,0,-1.88%,1.88%,0,0,FO,68,796,5,PHI,MIA,5,
Demetrios Ooga,175,Oliver Yu,115,2B,60,T2,0,0,1,0,5.58%,-5.58%,0,1,2B,68,797,5,MIA,PHI,5,
Bench Warmer,222,Oliver Yu,236,HR,14,T2,0,0,1,2,13.77%,-13.77%,2,1,HR,68,797,5,MIA,PHI,5,
Rotticus Scott,744,Oliver Yu,722,3B,22,T2,0,0,3,0,4.69%,-4.69%,0,1,3B,68,797,5,MIA,PHI,5,
Matt Conzo,611,Jack Ryan,110,LGO,499,T2,0,0,3,3,0.72%,-0.72%,1,0,LGO,68,797,5,MIA,PHI,5,
Lane Drew,555,Jack Ryan,832,K,277,T2,1,0,4,0,-0.73%,0.73%,0,0,K,68,797,5,MIA,PHI,5,
Joe Watson,910,Jack Ryan,619,K,291,T2,2,0,4,0,-0.69%,0.69%,0,0,K,68,797,5,MIA,PHI,5,
Conor Sexton,405,Fish Fingers,539,BB,134,B2,0,0,4,0,2.88%,-2.88%,0,0,BB,68,798,5,PHI,MIA,5,
Jeff Dingerhitter,134,Fish Fingers,865,K,269,B2,0,0,4,1,-2.81%,2.81%,0,0,K,68,798,5,PHI,MIA,5,
Ray Saint Pete,219,Fish Fingers,745,DP,474,B2,1,0,4,1,-4.59%,4.59%,0,0,DP,68,798,5,PHI,MIA,5,
BEST Nova,69,Jack Ryan,234,BB,165,T3,0,0,4,0,0.74%,-0.74%,0,1,BB,68,799,5,MIA,PHI,5,
BEST Nova,867,Jack Ryan,934,SB,67,T3,0,0,4,1,1.09%,-1.09%,0,0,SB,68,799,5,MIA,PHI,5,
Mattress Cadaire,234,Jack Ryan,901,PO,333,T3,0,0,4,2,-1.21%,1.21%,0,0,PO,68,799,5,MIA,PHI,5,
Zack Mouse,420,Jack Ryan,512,1B,92,T3,1,0,4,2,1.69%,-1.69%,0,1,1B,68,799,5,MIA,PHI,5,
Zack Mouse,420,Jack Ryan,512,SB,92,T3,1,0,4,5,0.52%,-0.52%,0,0,SB,68,799,5,MIA,PHI,5,
Demetrios Ooga,289,Jack Ryan,889,PO,400,T3,1,0,4,6,-2.55%,2.55%,0,0,PO,68,799,5,MIA,PHI,5,
Bench Warmer,175,Jack Ryan,123,2B,52,T3,2,0,4,6,5.62%,-5.62%,2,0,2B,68,799,5,MIA,PHI,5,
Rotticus Scott,12,Jack Ryan,717,PO,295,T3,2,0,6,2,-0.57%,0.57%,0,0,PO,68,799,5,MIA,PHI,5,
Chody McCarty,99,Fish Fingers,111,HR,12,B3,0,0,6,0,2.83%,-2.83%,1,1,HR,68,800,5,PHI,MIA,5,
Jocko Jones,122,Fish Fingers,97,2B,25,B3,0,1,6,0,3.69%,-3.69%,0,0,2B,68,800,5,PHI,MIA,5,
KC Bats,628,Fish Fingers,463,FO,165,B3,0,1,6,2,-2.79%,2.79%,0,0,FO,68,800,5,PHI,MIA,5,
Phil Coulson,999,Fish Fingers,762,FO,237,B3,1,1,6,2,-2.02%,2.02%,0,0,FO,68,800,5,PHI,MIA,5,
Jackson Takegi,314,Fish Fingers,864,LGO,450,B3,2,1,6,2,-1.90%,1.90%,0,0,LGO,68,800,5,PHI,MIA,5,
Matt Conzo,300,Jack Ryan,509,FO,209,T4,0,1,6,0,-0.38%,0.38%,0,0,FO,68,801,5,MIA,PHI,5,
Lane Drew,478,Jack Ryan,641,BB,163,T4,1,1,6,0,0.32%,-0.32%,0,1,BB,68,801,5,MIA,PHI,5,
Joe Watson,250,Jack Ryan,314,1B,64,T4,1,1,6,1,0.50%,-0.50%,0,1,1B,68,801,5,MIA,PHI,5,
BEST Nova,266,Joel Embiid,50,K,216,T4,1,1,6,4,-0.55%,0.55%,0,0,K,68,801,5,MIA,PHI,5,
Mattress Cadaire,44,Joel Embiid,50,HR,6,T4,2,1,6,4,3.18%,-3.18%,3,1,HR,68,801,5,MIA,PHI,5,
Zack Mouse,327,Joel Embiid,333,HR,6,T4,2,1,9,0,0.34%,-0.34%,1,1,HR,68,801,5,MIA,PHI,5,
Demetrios Ooga,35,Joel Embiid,911,1B,124,T4,2,1,10,0,-0.04%,0.04%,0,0,1B,68,801,5,MIA,PHI,5,
Bench Warmer,612,Joel Embiid,101,LGO,489,T4,2,1,10,1,0.00%,0.00%,0,0,LGO,68,801,5,MIA,PHI,5,
Charlie Bae Jr.,865,Fish Fingers,464,RGO,401,B4,0,1,10,0,-0.08%,0.08%,0,0,RGO,68,802,5,PHI,MIA,5,
Conor Sexton,738,Fish Fingers,927,FO,189,B4,1,1,10,0,-0.06%,0.06%,0,0,FO,68,802,5,PHI,MIA,5,
Jeff Dingerhitter,327,Fish Fingers,734,RGO,407,B4,2,1,10,0,-0.04%,0.04%,0,0,RGO,68,802,5,PHI,MIA,5,
Rotticus Scott,334,Joel Embiid,945,RGO,389,T5,0,1,10,0,-0.01%,0.01%,0,0,RGO,68,803,5,MIA,PHI,5,
Matt Conzo,312,Joel Embiid,723,LGO,411,T5,1,1,10,0,0.02%,-0.02%,0,0,LGO,68,803,5,MIA,PHI,5,
Lane Drew,778,Joel Embiid,206,LGO,428,T5,2,1,10,0,-0.01%,0.01%,0,0,LGO,68,803,5,MIA,PHI,5,
Ray Saint Pete,420,Brusdar Gatorade,182,FO,238,B5,0,1,10,0,-0.06%,0.06%,0,0,FO,68,804,5,PHI,MIA,5,
Chody McCarty,432,Brusdar Gatorade,121,K,311,B5,1,1,10,0,-0.02%,0.02%,0,0,K,68,804,5,PHI,MIA,5,
Jocko Jones,670,Brusdar Gatorade,778,1B,108,B5,2,1,10,0,0.03%,-0.03%,0,0,1B,68,804,5,PHI,MIA,5,
KC Bats,377,Brusdar Gatorade,927,RGO,450,B5,2,1,10,1,-0.04%,0.04%,0,0,RGO,68,804,5,PHI,MIA,5,
Joe Watson,100,Joel Embiid,6,1B,94,T6,0,1,10,0,-0.01%,0.01%,0,0,1B,68,805,5,MIA,PHI,5,
BEST Nova,789,Joel Embiid,272,DP,483,T6,0,1,10,1,0.01%,-0.01%,0,0,DP,68,805,5,MIA,PHI,5,
Mattress Cadaire,333,Joel Embiid,664,RGO,331,T6,2,1,10,0,-0.01%,0.01%,0,0,RGO,68,805,5,MIA,PHI,5,
Phil Coulson,572,Brusdar Gatorade,484,1B,88,B6,0,1,10,0,0.02%,-0.02%,0,0,1B,68,806,5,PHI,MIA,5,
Jackson Takegi,,Brusdar Gatorade,,Auto K,,B6,0,1,10,1,-0.03%,0.03%,0,0,Auto K,68,806,5,PHI,MIA,5,
Charlie Bae Jr.,691,Brusdar Gatorade,778,1B,87,B6,1,1,10,1,0.04%,-0.04%,0,0,1B,68,806,5,PHI,MIA,5,
Joe Pidgeon,101,Brusdar Gatorade,927,FO,174,B6,1,1,10,4,-0.06%,0.06%,0,0,FO,68,806,5,PHI,MIA,5,
Jeff Dingerhitter,103,Brusdar Gatorade,927,FO,176,B6,2,1,10,4,0.00%,0.00%,0,0,FO,68,806,5,PHI,MIA,5,
Star Burns,775,B.a. Dickey,406,K,369,T1,0,0,0,0,-2.51%,2.51%,0,0,K,69,807,5,NYM,ATL,5,
Deej Gambino,803,B.a. Dickey,602,FO,201,T1,1,0,0,0,-2.18%,2.18%,0,0,FO,69,807,5,NYM,ATL,5,
cocl,85,B.a. Dickey,590,LGO,495,T1,2,0,0,0,-1.76%,1.76%,0,0,LGO,69,807,5,NYM,ATL,5,
cocloctopus ikenmouseman,723,Oscar Vinegrette,830,1B,107,B1,0,0,0,0,2.76%,-2.76%,0,1,1B,69,808,5,ATL,NYM,5,
cocloctopus ikenmouseman,69,Oscar Vinegrette,850,SB,219,B1,0,0,0,1,3.57%,-3.57%,0,0,SB,69,808,5,ATL,NYM,5,
Dallas Houston,955,Oscar Vinegrette,327,RGO,372,B1,0,0,0,2,-0.91%,0.91%,0,0,PO,69,808,5,ATL,NYM,5,
Petetholomew Preller,579,Oscar Vinegrette,569,HR,10,B1,1,0,0,3,14.52%,-14.52%,2,1,HR,69,808,5,ATL,NYM,5,
Babraham Thincoln,890,Oscar Vinegrette,850,2B,40,B1,1,2,0,0,2.43%,-2.43%,0,0,2B,69,808,5,ATL,NYM,5,
